3
Insert(-183.92,Value0)
Insert(387.51,Value5107)
Insert(430.85,Value5108)
Insert(279.32,Value5109)
Insert(15.53,Value5110)
Insert(59.83,Value5111)
Insert(-462.37,Value5112)
Insert(-231.61,Value5113)
Insert(160.18,Value5114)
Insert(499.22,Value5115)
Insert(348.88,Value5116)
Insert(-471.11,Value5117)
Insert(260.25,Value5118)
Insert(-300.54,Value5119)
Insert(-324.54,Value5120)
Insert(127.97,Value5121)
Insert(-66.88,Value5122)
Insert(-247.58,Value5123)
Insert(2.71,Value5124)
Insert(-70.16,Value5125)
Insert(-209.83,Value5126)
Insert(170.66,Value5127)
Insert(81.04,Value5128)
Insert(-258.45,Value5129)
Insert(-420.68,Value5130)
Insert(-267.77,Value5131)
Insert(-68.83,Value5132)
Insert(84.33,Value5133)
Insert(-126.36,Value5134)
Insert(-148.45,Value5135)
Insert(-286.84,Value5136)
Insert(262.35,Value5137)
Insert(422.12,Value5138)
Insert(-302.49,Value5139)
Insert(489.14,Value5140)
Insert(-112.19,Value5141)
Insert(-447.83,Value5142)
Insert(279.66,Value5143)
Insert(250.03,Value5144)
Insert(-296.84,Value5145)
Insert(-327.81,Value5146)
Insert(464.82,Value5147)
Insert(398.91,Value5148)
Insert(-94.82,Value5149)
Insert(-273.67,Value5150)
Insert(216.43,Value5151)
Insert(-421.89,Value5152)
Insert(9.75,Value5153)
Insert(252.66,Value5154)
Insert(-82.12,Value5155)
Insert(473.04,Value5156)
Insert(-68.46,Value5157)
Insert(-427.33,Value5158)
Insert(-493.43,Value5159)
Insert(-249.48,Value5160)
Insert(317.38,Value5161)
Insert(150.03,Value5162)
Insert(-316.05,Value5163)
Insert(-443.64,Value5164)
Insert(-465.54,Value5165)
Insert(443.19,Value5166)
Insert(193.91,Value5167)
Insert(283.48,Value5168)
Insert(-67.09,Value5169)
Insert(-4.55,Value5170)
Insert(15.64,Value5171)
Insert(-338.86,Value5172)
Insert(-216.14,Value5173)
Insert(-50.54,Value5174)
Insert(-447.54,Value5175)
Insert(162.12,Value5176)
Insert(71.92,Value5177)
Insert(58.65,Value5178)
Insert(217.77,Value5179)
Insert(-363.46,Value5180)
Insert(-34.42,Value5181)
Insert(-488.02,Value5182)
Insert(-126.94,Value5183)
Insert(-295.06,Value5184)
Insert(192.62,Value5185)
Insert(443.62,Value5186)
Insert(88.53,Value5187)
Insert(273.91,Value5188)
Insert(-48.04,Value5189)
Insert(135.99,Value5190)
Insert(-310.97,Value5191)
Insert(156.13,Value5192)
Insert(-328.68,Value5193)
Insert(439.93,Value5194)
Insert(-292.75,Value5195)
Insert(331.79,Value5196)
Insert(-44.76,Value5197)
Insert(314.2,Value5198)
Insert(170.01,Value5199)
Insert(-386.07,Value5200)
Insert(7.94,Value5201)
Insert(-45.94,Value5202)
Insert(-22.71,Value5203)
Insert(191.74,Value5204)
Insert(350.61,Value5205)
Insert(-354.59,Value5206)
Insert(424.34,Value5207)
Insert(208.19,Value5208)
Insert(486.79,Value5209)
Insert(333.24,Value5210)
Insert(191.47,Value5211)
Insert(106.65,Value5212)
Insert(-30.11,Value5213)
Insert(-76.31,Value5214)
Insert(373.93,Value5215)
Insert(-95.64,Value5216)
Insert(498.07,Value5217)
Insert(-150.11,Value5218)
Insert(274.72,Value5219)
Insert(452.04,Value5220)
Insert(-258.26,Value5221)
Insert(32.4,Value5222)
Insert(-256.51,Value5223)
Insert(-415.68,Value5224)
Insert(-348.94,Value5225)
Insert(-39.57,Value5226)
Insert(373.07,Value5227)
Insert(-171.23,Value5228)
Insert(242.96,Value5229)
Insert(417.52,Value5230)
Insert(-138.98,Value5231)
Insert(-164.82,Value5232)
Insert(363.72,Value5233)
Insert(-108.21,Value5234)
Insert(325.59,Value5235)
Insert(464.91,Value5236)
Insert(-107.07,Value5237)
Insert(449.08,Value5238)
Insert(-471.55,Value5239)
Insert(-142.29,Value5240)
Insert(109.44,Value5241)
Insert(112.45,Value5242)
Insert(-106.16,Value5243)
Insert(357.02,Value5244)
Insert(-0.63,Value5245)
Insert(-144.9,Value5246)
Insert(-136.38,Value5247)
Insert(404.28,Value5248)
Insert(20.19,Value5249)
Insert(-401.16,Value5250)
Insert(-202.34,Value5251)
Insert(-175.68,Value5252)
Insert(-225.58,Value5253)
Insert(82.87,Value5254)
Insert(80.05,Value5255)
Insert(98.84,Value5256)
Insert(-426.73,Value5257)
Insert(-129.86,Value5258)
Insert(-205.93,Value5259)
Insert(-272.85,Value5260)
Insert(233.15,Value5261)
Insert(-201.72,Value5262)
Insert(485.04,Value5263)
Insert(349.83,Value5264)
Insert(107.83,Value5265)
Insert(-144.65,Value5266)
Insert(-387.33,Value5267)
Insert(147.23,Value5268)
Insert(396.57,Value5269)
Insert(-247.27,Value5270)
Insert(260.43,Value5271)
Insert(425.37,Value5272)
Insert(363.73,Value5273)
Insert(-116.22,Value5274)
Insert(-91.47,Value5275)
Insert(343.74,Value5276)
Insert(-144.19,Value5277)
Insert(237.04,Value5278)
Insert(295.61,Value5279)
Insert(151.08,Value5280)
Insert(443.68,Value5281)
Insert(320.33,Value5282)
Insert(336.14,Value5283)
Insert(-211.86,Value5284)
Insert(-224.36,Value5285)
Insert(-190.53,Value5286)
Insert(-204.22,Value5287)
Insert(374.57,Value5288)
Insert(-325.26,Value5289)
Insert(142.48,Value5290)
Insert(-53.02,Value5291)
Insert(-247.57,Value5292)
Insert(-218.66,Value5293)
Insert(-126.53,Value5294)
Insert(-233.11,Value5295)
Insert(-118.13,Value5296)
Insert(381.26,Value5297)
Insert(347.53,Value5298)
Insert(-35.08,Value5299)
Insert(-404.31,Value5300)
Insert(-246.87,Value5301)
Insert(55.19,Value5302)
Insert(-20.28,Value5303)
Insert(327.08,Value5304)
Insert(-397.02,Value5305)
Insert(212.44,Value5306)
Insert(-231.98,Value5307)
Insert(-65.84,Value5308)
Insert(29.45,Value5309)
Insert(-216.95,Value5310)
Insert(105.55,Value5311)
Insert(-289.13,Value5312)
Insert(-101.48,Value5313)
Insert(131.78,Value5314)
Insert(496.47,Value5315)
Insert(1.52,Value5316)
Insert(-394.16,Value5317)
Insert(385.28,Value5318)
Insert(74.11,Value5319)
Insert(402.65,Value5320)
Insert(34.08,Value5321)
Insert(118.56,Value5322)
Insert(-337.91,Value5323)
Insert(388.03,Value5324)
Insert(-480.82,Value5325)
Insert(-310.88,Value5326)
Insert(-9.21,Value5327)
Insert(-51.68,Value5328)
Insert(-295.58,Value5329)
Insert(-231.43,Value5330)
Insert(-247.92,Value5331)
Insert(-132.22,Value5332)
Insert(-411.15,Value5333)
Insert(108.95,Value5334)
Insert(324.09,Value5335)
Insert(20.12,Value5336)
Insert(93.06,Value5337)
Insert(9.64,Value5338)
Insert(-50.45,Value5339)
Insert(-167.31,Value5340)
Insert(228.55,Value5341)
Insert(-304.72,Value5342)
Insert(399.93,Value5343)
Insert(-330.52,Value5344)
Insert(477.82,Value5345)
Insert(376.54,Value5346)
Insert(243.31,Value5347)
Insert(403.67,Value5348)
Insert(-39.29,Value5349)
Insert(-395.72,Value5350)
Insert(454.97,Value5351)
Insert(-152.6,Value5352)
Insert(353.28,Value5353)
Insert(316.49,Value5354)
Insert(-292.98,Value5355)
Insert(-169.64,Value5356)
Insert(-162.68,Value5357)
Insert(217.99,Value5358)
Insert(410.65,Value5359)
Insert(384.46,Value5360)
Insert(-404.25,Value5361)
Insert(264.23,Value5362)
Insert(465.15,Value5363)
Insert(-162.18,Value5364)
Insert(350.47,Value5365)
Insert(287.13,Value5366)
Insert(234.58,Value5367)
Insert(76.05,Value5368)
Insert(221.46,Value5369)
Insert(340.95,Value5370)
Insert(201.09,Value5371)
Insert(36.57,Value5372)
Insert(228.53,Value5373)
Insert(278.65,Value5374)
Insert(139.51,Value5375)
Insert(-325.56,Value5376)
Insert(239.09,Value5377)
Insert(86.06,Value5378)
Insert(148.51,Value5379)
Insert(119.26,Value5380)
Insert(384.55,Value5381)
Insert(331.96,Value5382)
Insert(178.19,Value5383)
Insert(297.8,Value5384)
Insert(253.01,Value5385)
Insert(-496.57,Value5386)
Insert(-353.27,Value5387)
Insert(228.14,Value5388)
Insert(71.94,Value5389)
Insert(-39.53,Value5390)
Insert(-391.14,Value5391)
Insert(257.13,Value5392)
Insert(461.65,Value5393)
Insert(-498.61,Value5394)
Insert(113.37,Value5395)
Insert(234.87,Value5396)
Insert(127.47,Value5397)
Insert(-183.43,Value5398)
Insert(4.45,Value5399)
Insert(-77.01,Value5400)
Insert(380.88,Value5401)
Insert(-396.22,Value5402)
Insert(-441.51,Value5403)
Insert(-112.52,Value5404)
Insert(-410.27,Value5405)
Insert(226.45,Value5406)
Insert(-7.96,Value5407)
Insert(-312.17,Value5408)
Insert(77.39,Value5409)
Insert(-290.35,Value5410)
Insert(-421.62,Value5411)
Insert(-390.55,Value5412)
Insert(-410.64,Value5413)
Insert(-108.95,Value5414)
Insert(438.87,Value5415)
Insert(-480.99,Value5416)
Insert(-421.01,Value5417)
Insert(88.46,Value5418)
Insert(-126.51,Value5419)
Insert(420.52,Value5420)
Insert(16.15,Value5421)
Insert(393.91,Value5422)
Insert(-311.23,Value5423)
Insert(-99.67,Value5424)
Insert(418.73,Value5425)
Insert(17.01,Value5426)
Insert(-435.76,Value5427)
Insert(9.02,Value5428)
Insert(177.23,Value5429)
Insert(-256.32,Value5430)
Insert(-302.03,Value5431)
Insert(114.05,Value5432)
Insert(-210.92,Value5433)
Insert(27.64,Value5434)
Insert(183.11,Value5435)
Insert(247.84,Value5436)
Insert(346.14,Value5437)
Insert(-152.14,Value5438)
Insert(-329.44,Value5439)
Insert(-114.41,Value5440)
Insert(-441.35,Value5441)
Insert(484.66,Value5442)
Insert(-323.57,Value5443)
Insert(-424.67,Value5444)
Insert(286.12,Value5445)
Insert(-55.18,Value5446)
Insert(-68.99,Value5447)
Insert(-232.85,Value5448)
Insert(446.02,Value5449)
Insert(458.46,Value5450)
Insert(386.15,Value5451)
Insert(334.78,Value5452)
Insert(392.62,Value5453)
Insert(417.55,Value5454)
Insert(372.46,Value5455)
Insert(-24.36,Value5456)
Insert(-431.07,Value5457)
Insert(252.08,Value5458)
Insert(217.71,Value5459)
Insert(-36.92,Value5460)
Insert(21.46,Value5461)
Insert(232.46,Value5462)
Insert(134.54,Value5463)
Insert(63.18,Value5464)
Insert(181.09,Value5465)
Insert(-378.73,Value5466)
Insert(-198.58,Value5467)
Insert(396.18,Value5468)
Insert(337.99,Value5469)
Insert(377.11,Value5470)
Insert(-457.98,Value5471)
Insert(343.75,Value5472)
Insert(404.61,Value5473)
Insert(66.55,Value5474)
Insert(452.38,Value5475)
Insert(56.84,Value5476)
Insert(452.71,Value5477)
Insert(121.21,Value5478)
Insert(479.63,Value5479)
Insert(-244.41,Value5480)
Insert(-71.79,Value5481)
Insert(435.04,Value5482)
Insert(-347.59,Value5483)
Insert(101.02,Value5484)
Insert(288.85,Value5485)
Insert(349.84,Value5486)
Insert(-248.18,Value5487)
Insert(-382.06,Value5488)
Insert(114.38,Value5489)
Insert(-281.16,Value5490)
Insert(-378.99,Value5491)
Insert(193.72,Value5492)
Insert(29.12,Value5493)
Insert(231.39,Value5494)
Insert(-359.82,Value5495)
Insert(436.43,Value5496)
Insert(252.72,Value5497)
Insert(-381.26,Value5498)
Insert(285.75,Value5499)
Insert(-220.46,Value5500)
Insert(-370.34,Value5501)
Insert(229.35,Value5502)
Insert(321.43,Value5503)
Insert(270.49,Value5504)
Insert(-165.85,Value5505)
Insert(-367.82,Value5506)
Insert(455.07,Value5507)
Insert(266.99,Value5508)
Insert(-208.13,Value5509)
Insert(99.99,Value5510)
Insert(352.98,Value5511)
Insert(488.05,Value5512)
Insert(244.36,Value5513)
Insert(-367.39,Value5514)
Insert(186.48,Value5515)
Insert(41.54,Value5516)
Insert(-104.06,Value5517)
Insert(-80.53,Value5518)
Insert(489.87,Value5519)
Insert(29.06,Value5520)
Insert(-172.53,Value5521)
Insert(13.58,Value5522)
Insert(-210.52,Value5523)
Insert(-407.31,Value5524)
Insert(-486.87,Value5525)
Insert(-223.78,Value5526)
Insert(-70.58,Value5527)
Insert(-271.75,Value5528)
Insert(158.65,Value5529)
Insert(-135.63,Value5530)
Insert(75.03,Value5531)
Insert(399.49,Value5532)
Insert(291.25,Value5533)
Insert(-43.35,Value5534)
Insert(66.82,Value5535)
Insert(-29.02,Value5536)
Insert(478.56,Value5537)
Insert(-117.02,Value5538)
Insert(-292.76,Value5539)
Insert(-460.53,Value5540)
Insert(-82.05,Value5541)
Insert(77.74,Value5542)
Insert(-252.82,Value5543)
Insert(134.29,Value5544)
Insert(-420.47,Value5545)
Insert(-210.56,Value5546)
Insert(251.98,Value5547)
Insert(299.41,Value5548)
Insert(-112.51,Value5549)
Insert(220.17,Value5550)
Insert(-162.83,Value5551)
Insert(-317.77,Value5552)
Insert(-482.06,Value5553)
Insert(-211.35,Value5554)
Insert(-78.12,Value5555)
Insert(-246.06,Value5556)
Insert(157.35,Value5557)
Insert(-163.43,Value5558)
Insert(334.87,Value5559)
Insert(144.04,Value5560)
Insert(24.16,Value5561)
Insert(301.42,Value5562)
Insert(-499.98,Value5563)
Insert(-119.73,Value5564)
Insert(208.47,Value5565)
Insert(260.09,Value5566)
Insert(-218.81,Value5567)
Insert(-25.62,Value5568)
Insert(-411.06,Value5569)
Insert(-6.11,Value5570)
Insert(-62.63,Value5571)
Insert(39.21,Value5572)
Insert(338.38,Value5573)
Insert(-498.35,Value5574)
Insert(-446.41,Value5575)
Insert(310.28,Value5576)
Insert(-32.29,Value5577)
Insert(198.43,Value5578)
Insert(-458.66,Value5579)
Insert(477.92,Value5580)
Insert(361.07,Value5581)
Insert(92.54,Value5582)
Insert(170.16,Value5583)
Insert(442.06,Value5584)
Insert(-386.36,Value5585)
Insert(-304.35,Value5586)
Insert(-73.15,Value5587)
Insert(-277.87,Value5588)
Insert(293.08,Value5589)
Insert(314.37,Value5590)
Insert(-152.77,Value5591)
Insert(152.78,Value5592)
Insert(-299.83,Value5593)
Insert(498.89,Value5594)
Insert(348.67,Value5595)
Insert(-334.45,Value5596)
Insert(58.62,Value5597)
Insert(44.79,Value5598)
Insert(23.16,Value5599)
Insert(475.97,Value5600)
Insert(36.75,Value5601)
Insert(-263.32,Value5602)
Insert(451.61,Value5603)
Insert(204.09,Value5604)
Insert(-217.61,Value5605)
Insert(11.07,Value5606)
Insert(-205.81,Value5607)
Insert(200.71,Value5608)
Insert(-130.11,Value5609)
Insert(414.47,Value5610)
Insert(73.76,Value5611)
Insert(-405.58,Value5612)
Insert(-348.47,Value5613)
Insert(-250.27,Value5614)
Insert(413.02,Value5615)
Insert(-10.69,Value5616)
Insert(389.62,Value5617)
Insert(-427.06,Value5618)
Insert(219.51,Value5619)
Insert(458.29,Value5620)
Insert(133.48,Value5621)
Insert(-241.21,Value5622)
Insert(-302.19,Value5623)
Insert(-28.26,Value5624)
Insert(-200.88,Value5625)
Insert(90.88,Value5626)
Insert(302.56,Value5627)
Insert(231.28,Value5628)
Insert(207.63,Value5629)
Insert(420.78,Value5630)
Insert(-283.41,Value5631)
Insert(300.43,Value5632)
Insert(-374.73,Value5633)
Insert(171.74,Value5634)
Insert(-263.05,Value5635)
Insert(-144.53,Value5636)
Insert(-148.97,Value5637)
Insert(-394.35,Value5638)
Insert(-308.05,Value5639)
Insert(-58.43,Value5640)
Insert(33.66,Value5641)
Insert(267.24,Value5642)
Insert(-468.92,Value5643)
Insert(399.23,Value5644)
Insert(255.29,Value5645)
Insert(478.79,Value5646)
Insert(-239.14,Value5647)
Insert(-255.25,Value5648)
Insert(342.16,Value5649)
Insert(-203.51,Value5650)
Insert(-130.77,Value5651)
Insert(-8.64,Value5652)
Insert(98.55,Value5653)
Insert(64.47,Value5654)
Insert(-285.72,Value5655)
Insert(57.18,Value5656)
Insert(485.72,Value5657)
Insert(226.39,Value5658)
Insert(-149.99,Value5659)
Insert(394.59,Value5660)
Insert(-381.76,Value5661)
Insert(-324.02,Value5662)
Insert(-162.84,Value5663)
Insert(485.89,Value5664)
Insert(-430.23,Value5665)
Insert(-481.87,Value5666)
Insert(121.74,Value5667)
Insert(-353.68,Value5668)
Insert(8.27,Value5669)
Insert(-258.35,Value5670)
Insert(-362.07,Value5671)
Insert(214.91,Value5672)
Insert(361.66,Value5673)
Insert(-354.08,Value5674)
Insert(136.53,Value5675)
Insert(125.34,Value5676)
Insert(365.72,Value5677)
Insert(-495.35,Value5678)
Insert(342.79,Value5679)
Insert(-376.96,Value5680)
Insert(447.56,Value5681)
Insert(225.91,Value5682)
Insert(-15.88,Value5683)
Insert(-280.83,Value5684)
Insert(-322.03,Value5685)
Insert(417.97,Value5686)
Insert(230.44,Value5687)
Insert(-18.78,Value5688)
Insert(489.12,Value5689)
Insert(348.16,Value5690)
Insert(-360.17,Value5691)
Insert(443.23,Value5692)
Insert(-51.79,Value5693)
Insert(244.35,Value5694)
Insert(384.53,Value5695)
Insert(-17.7,Value5696)
Insert(74.77,Value5697)
Insert(-399.77,Value5698)
Insert(236.04,Value5699)
Insert(-432.95,Value5700)
Insert(-434.37,Value5701)
Insert(-472.62,Value5702)
Insert(-88.34,Value5703)
Insert(83.53,Value5704)
Insert(-496.47,Value5705)
Insert(-275.47,Value5706)
Insert(-259.75,Value5707)
Insert(190.11,Value5708)
Insert(326.65,Value5709)
Insert(376.29,Value5710)
Insert(-402.57,Value5711)
Insert(-459.03,Value5712)
Insert(-473.66,Value5713)
Insert(-337.71,Value5714)
Insert(310.7,Value5715)
Insert(50.31,Value5716)
Insert(-223.96,Value5717)
Insert(86.58,Value5718)
Insert(-447.73,Value5719)
Insert(-10.65,Value5720)
Insert(-293.48,Value5721)
Insert(357.01,Value5722)
Insert(259.41,Value5723)
Insert(-386.04,Value5724)
Insert(184.34,Value5725)
Insert(431.39,Value5726)
Insert(311.25,Value5727)
Insert(-104.93,Value5728)
Insert(342.87,Value5729)
Insert(247.22,Value5730)
Insert(293.19,Value5731)
Insert(291.45,Value5732)
Insert(496.33,Value5733)
Insert(-203.98,Value5734)
Insert(73.57,Value5735)
Insert(-331.21,Value5736)
Insert(177.77,Value5737)
Insert(-437.35,Value5738)
Insert(482.85,Value5739)
Insert(-56.64,Value5740)
Insert(-67.8,Value5741)
Insert(412.81,Value5742)
Insert(-407.69,Value5743)
Insert(172.08,Value5744)
Insert(286.86,Value5745)
Insert(99.72,Value5746)
Insert(-322.99,Value5747)
Insert(83.77,Value5748)
Insert(-80.91,Value5749)
Insert(27.78,Value5750)
Insert(-419.49,Value5751)
Insert(-438.58,Value5752)
Insert(-129.96,Value5753)
Insert(29.53,Value5754)
Insert(-90.39,Value5755)
Insert(-198.73,Value5756)
Insert(392.12,Value5757)
Insert(19.88,Value5758)
Insert(-60.01,Value5759)
Insert(179.84,Value5760)
Insert(467.44,Value5761)
Insert(-452.49,Value5762)
Insert(392.54,Value5763)
Insert(-103.36,Value5764)
Insert(-209.56,Value5765)
Insert(254.14,Value5766)
Insert(-414.36,Value5767)
Insert(-315.96,Value5768)
Insert(-437.42,Value5769)
Insert(102.05,Value5770)
Insert(-235.57,Value5771)
Insert(-497.31,Value5772)
Insert(-200.24,Value5773)
Insert(-128.79,Value5774)
Insert(-261.67,Value5775)
Insert(-351.39,Value5776)
Insert(-276.57,Value5777)
Insert(350.28,Value5778)
Insert(-350.87,Value5779)
Insert(421.62,Value5780)
Insert(-249.22,Value5781)
Insert(473.54,Value5782)
Insert(-265.38,Value5783)
Insert(-315.26,Value5784)
Insert(20.23,Value5785)
Insert(268.18,Value5786)
Insert(449.22,Value5787)
Insert(64.01,Value5788)
Insert(-33.35,Value5789)
Insert(-145.93,Value5790)
Insert(-497.35,Value5791)
Insert(-340.92,Value5792)
Insert(144.96,Value5793)
Insert(354.05,Value5794)
Insert(-459.86,Value5795)
Insert(49.54,Value5796)
Insert(300.24,Value5797)
Insert(421.63,Value5798)
Insert(159.34,Value5799)
Insert(307.37,Value5800)
Insert(238.22,Value5801)
Insert(-315.29,Value5802)
Insert(-155.55,Value5803)
Insert(352.01,Value5804)
Insert(-256.22,Value5805)
Insert(-303.13,Value5806)
Insert(-408.27,Value5807)
Insert(-143.84,Value5808)
Insert(-110.12,Value5809)
Insert(-152.48,Value5810)
Insert(-36.46,Value5811)
Insert(-119.62,Value5812)
Insert(104.55,Value5813)
Insert(110.89,Value5814)
Insert(75.23,Value5815)
Insert(283.28,Value5816)
Insert(-455.56,Value5817)
Insert(-52.16,Value5818)
Insert(-249.41,Value5819)
Insert(9.6,Value5820)
Insert(-74.07,Value5821)
Insert(184.55,Value5822)
Insert(-31.53,Value5823)
Insert(49.14,Value5824)
Insert(-483.54,Value5825)
Insert(415.18,Value5826)
Insert(-21.75,Value5827)
Insert(-314.77,Value5828)
Insert(-36.05,Value5829)
Insert(-270.86,Value5830)
Insert(159.83,Value5831)
Insert(-150.15,Value5832)
Insert(-288.11,Value5833)
Insert(469.22,Value5834)
Insert(162.43,Value5835)
Insert(40.45,Value5836)
Insert(-343.32,Value5837)
Insert(-338.87,Value5838)
Insert(-109.46,Value5839)
Insert(-308.62,Value5840)
Insert(-465.69,Value5841)
Insert(-157.26,Value5842)
Insert(-171.78,Value5843)
Insert(116.33,Value5844)
Insert(-452.69,Value5845)
Insert(359.08,Value5846)
Insert(476.96,Value5847)
Insert(-291.16,Value5848)
Insert(-96.58,Value5849)
Insert(-334.08,Value5850)
Insert(319.08,Value5851)
Insert(174.93,Value5852)
Insert(285.36,Value5853)
Insert(-378.81,Value5854)
Insert(-0.66,Value5855)
